0,80000
1,25698
2,56000
3,52363
4,50420
5,61688
6,82237
7,48387
8,51174
9,79872
10,41026
11,114286
12,84818
13,90604
14,89807
15,90604
16,51688
17,155556
18,112432
19,105758
20,86498
21,86550
22,114833
23,100948
24,46512
25,82081
26,34306
27,63010
28,72210
29,42630
30,100000
31,75641
32,93407
33,95455
34,106796
35,90000
36,91860
37,71429
38,127083
39,90099
40,61237
41,76000
42,100000
43,64534
44,84014
45,62838
46,17119
47,44359
48,65753
49,55769
50,31587
51,42686
52,44118
53,44211
54,83754
55,48214
56,33333
57,26393
58,112426
59,52586
60,79339
61,27586
62,49011
63,57443
64,52632
65,91391
66,61702
67,95868
68,64752
69,49296
70,44104
71,36786
72,30000
73,8800
74,51895
75,39188
76,35345
77,85956
78,31667
79,42101
80,36604
81,88889
82,31461
83,138375
84,92308
85,41958
86,32020
87,33522
88,56522
89,41376
90,53784
91,79755
92,37263
93,44762
94,32896
95,34259
96,42208
97,19608
98,47046
99,60217
100,13846
101,81333
102,32222
103,52213
104,107658
105,96395
106,59953
107,80247
108,20158
109,73926
110,106829
111,87231
112,54037
113,70270
114,46875
115,109091
116,48864
117,41453
118,37209
119,20000
120,8349
121,12979
122,14933
123,121149
124,61644
125,15000
126,23588
127,9412
128,28000
129,70175
130,21084
131,29643
132,51875
133,35294
134,86885
135,28427
136,71429
137,29565
138,32075
139,31044
140,67917
141,14286
142,15522
143,57467
144,34491
145,33031
146,35915
147,29167
148,93946
149,55073
150,23445
151,86223
152,58824
153,127273
154,57532
155,36364
156,20909
157,39252
158,59160
159,37500
160,55714
161,42424
162,39785
163,7143
164,18016
165,9540
166,8000
167,23881
168,64815
169,59322
170,10667
171,38462
172,8056
173,119403
174,74545
175,58013
176,111381
177,79646
178,68501
179,77031
180,35632
181,29310
182,37759
183,34133
184,36979
185,32317
186,36667
187,31831
188,37889
189,37069
190,33553
191,36207
192,29474
193,40761
194,30508
195,33468
196,33117
197,148249
198,18519
199,26829
200,33824
201,62718
202,31000
203,19853
204,81967
205,41667
206,33152
207,71303
208,59145
209,42169
210,26709
211,50489
212,16000
213,83333
214,61508
215,78860
216,34403
217,62179
218,28409
219,39584
220,47917
221,152091
222,156928
223,41935
224,50000
225,43333
226,25326
227,38889
228,41509
229,89865
230,86957
231,41935
232,36184
233,36000
234,52247
235,33703
236,49712
237,33467
238,41463
239,49342
240,78358
241,52301
242,96257
243,170213
244,62637
245,179894
246,48852
247,40500
248,146252
249,38462
250,38621
251,50000
252,22698
253,128571
254,51064
255,20833
256,83333
257,48588
258,55879
259,65060
260,56164
261,11391
262,35316
263,67949
264,33803
265,45000
266,92500
267,108432
268,83516
269,8854
270,47973
271,19000
272,26897
273,44828
274,7636
275,12083
276,64815
277,297203
278,76044
279,19872
280,46368
281,48193
282,44286
283,45122
284,30222
285,105949
286,34836
287,75893
288,89957
289,80986
290,21400
291,57571
292,81481
293,55932
294,9667
295,10408
296,54615
297,61864
298,134309
299,61365
300,55479
301,48958
302,53061
303,47455
304,53622
305,47059
306,51455
307,81944
308,59130
309,60155
310,36810
311,36682
312,45679
313,57087
314,25325
315,34483
316,39759
317,30556
318,14000
319,31500
320,20930
321,28333
322,24000
323,41667
324,39602
325,38824
326,56081
327,20444
328,13846
329,36481
330,22500
331,44615
332,37195
333,49593
334,42636
335,42632
336,48696
337,10227
338,59451
339,75610
340,33636
341,39024
342,66667
343,94863
344,51250
345,36000
346,194706
347,160350
348,97222
349,89687
350,62755
351,99880
352,148263
353,132470
354,47545
355,82228
356,28333
357,116364
358,111364
359,54054
360,40506
361,43740
362,13333
363,95694
364,58469
365,38393
366,36957
367,49779
368,67442
369,8848
370,83333
371,43125
372,97222
373,80510
374,42523
375,82540
376,53416
377,14561
378,64754
379,47368
380,72368
381,47778
382,64662
383,64057
384,44517
385,28991
386,25500
387,23478
388,26122
389,45455
390,49398
391,86312
392,10000
393,12078
394,35354
395,88817
396,76087
397,70755
398,23905
399,88060
400,45864
401,80000
402,26965
403,62205
404,62500
405,43651
406,14167
407,30337
408,121127
409,75556
410,60088
411,40391
412,165162
413,40000
414,46875
415,79618
416,13289
417,32632
418,53056
419,53830
420,58667
421,29213
422,72656
423,96364
424,31538
425,76923
426,25641
427,50884
428,69388
429,17600
430,20000
431,57730
432,29203
433,144092
434,67500
435,149813
436,30556
437,43613
438,39375
439,33146
440,129353
441,27778
442,44679
443,36691
444,52222
445,12500
446,50000
447,47059
448,41051
449,50000
450,74419
451,28571
452,33875
453,70677
454,50000
455,35333
456,44444
457,48864
458,43636
459,68831
460,117255
461,122269
462,38313
463,30769
464,34722
465,26087
466,28061
467,28837
468,32292
469,60256
470,30147
471,126316
472,31250
473,34545
474,48768
475,33077
476,126454
477,81633
478,56235
479,79032
480,48864
481,79272
482,26667
483,41011
484,49153
485,44803
486,27907
487,32938
488,52500
489,46629
490,34915
491,31915
492,51754
493,100436
494,35406
495,38372
496,47727
497,32075
498,32222
499,9213
500,25061
501,102645
502,39815
503,134555
504,39000
505,32143
506,32075
507,43901
508,39414
509,40842
510,41017
511,32759
512,22340
513,41667
514,27273
515,9677
516,104167
517,134715
518,47388
519,46324
520,37363
521,109524
522,35833
523,86207
524,21319
525,30127
526,33523
527,39184
528,61940
529,29211
530,10185
531,10000
532,50000
533,94340
534,41566
535,47778
536,40449
537,88533
538,84507
539,37805
540,97222
541,22000
542,66406
543,28065
544,44186
545,53554
546,20000
547,117778
548,23596
549,50000
550,92929
551,29212
552,26406
553,81081
554,37647
555,30147
556,35556
557,64474
558,67442
559,88106
560,56557
561,38393
562,54464
563,33333
564,8000
565,26582
566,19698
567,50000
568,19333
569,65693
570,26718
571,44444
572,63636
573,44944
574,41026
575,39091
576,40500
577,44595
578,43514
579,42308
580,49846
581,41500
582,47273
583,40541
584,80392
585,36667
586,44211
587,44340
588,91803
589,30899
590,72881
591,40000
592,69231
593,43529
594,28102
595,41667
596,43220
597,80220
598,71875
599,66210
600,82407
601,60345
602,68800
603,62711
604,48276
605,53276
606,94132
607,42667
608,27059
609,48276
610,29710
611,35642
612,30513
613,138797
614,51568
615,37500
616,9333
617,53409
618,85535
619,59634
620,33429
621,38764
622,179600
623,31579
624,16000
625,64563
626,36545
627,34118
628,100000
629,111872
630,30889
631,81699
632,35252
633,61798
634,85526
635,58282
636,82545
637,125501
638,108401
639,90789
640,34375
641,27500
642,42857
643,25962
644,29674
645,70968
646,35059
647,35366
648,50000
649,23333
650,59091
651,38085
652,40276
653,50435
654,31410
655,40394
656,27967
657,41573
658,45977
659,64655
660,43519
661,40697
662,33429
663,33094
664,37296
665,31579
666,57609
667,35938
668,57252
669,34286
670,14024
671,107183
672,40588
673,13542
674,53165
675,76597
676,54892
677,47425
678,54180
679,50000
680,52903
681,92000
682,26016
683,26800
684,21698
685,26136
686,20000
687,19266
688,143994
689,27778
690,65000
691,109804
692,40225
693,38000
694,22472
695,77273
696,62500
697,10000
698,29825
699,12553
700,149770
701,45000
702,41990
703,44444
704,42308
705,55071
706,37188
707,55738
708,51780
709,9381
710,33871
711,119444
712,66463
713,118571
714,117143
715,31662
716,48261
717,43739
718,24634
719,27083
720,23146
721,25581
722,24667
723,27750
724,32692
725,29348
726,46174
727,34000
728,28000
729,40000
730,17500
731,43103
732,19111
733,18269
734,33333
735,50469
736,18969
737,43860
738,24011
739,24167
740,24062
741,41905
742,57463
743,52439
744,27586
745,46174
746,46667
747,82955
748,85057
749,45000
750,46568
751,42778
752,77647
753,33333
754,38889
755,101075
756,28400
757,84746
758,39759
759,42974
760,8750
761,29348
762,51562
763,83099
764,11236
765,39320
766,50840
767,48149
768,41395
769,44304
770,100775
771,57741
772,42268
773,72038
774,36517
775,42571
776,34091
777,54645
778,90385
779,61395
780,56579
781,61429
782,43333
783,50286
784,56250
785,44872
786,53499
787,39062
788,52239
789,44872
790,46429
791,50725
792,40625
793,60000
794,39370
795,90164
796,82759
797,100418
798,71354
799,58209
800,39258
801,69444
802,113636
803,36620
804,59109
805,86076
806,41016
807,102209
808,87500
809,39655
810,98588
811,95122
812,31538
813,105263
